worker_id	num_examples	accent	gender	creak	hoarseness	muffled-ness	volume	background_noise
3f28f816fdfc4ad7b7bbde08a6cbc8ba	25	no	woman	yes	no	1	3	1
64b95997c6d54447852ef22f103ff752	31	yes	man	no	no	3	3	1
27663ffdcc744beb98d825a76495487d	3	yes	woman	no	no	1	3	1
e554bc9d92c94ce8a3df5fbb9b1f5cd8	11	yes	man	yes	no	1	2	2
5f0d48cd50f140acbbbd295de6cca94b	18	yes	woman	no	no	1	3	4
3f145b518e10403bae304dae066c7e16	9	no	man	yes	no	1	2	1
dcbef5367d404fc0a5f5e42b3a143817	10	yes	woman	no	no	1	3	2
b28a752f553548df9bee55f68f70cec6	8	no	woman	yes	no	1	3	1
a142ef6ec6914104b640723527c5b566	44	yes	woman	no	no	1	2	2
c571a9114da54dbf910933b522f6c74b	18	yes	woman	no	no	2	2	1
f7f738f0f27a41e787704589aedf2aef	1	no	man	yes	no	1	3	1
7126695c4c9e4eb0a396f06953004b7a	15	no	woman	yes	no	1	4	1
8539e842b93e4f49a7a364a255c7be62	9	no	woman	no	no	2	2	1
186afe660b70483685383f26c58f55c0	50	no	man	no	no	2	1	1
6dcfcd8f1e9a4896b815399cfc231377	50	no	woman	yes	no	1	3	1
538b6e585ab44f53871b696a4d288bc5	5	yes	woman	no	no	1	3	1
83e0e3d22f734d1eafddc9f5ab25311c	17	yes	man	no	no	2	2	1
1d390eae393c436bb2b14e8e87f313ad	20	no	woman	yes	no	1	2	2
c26aaea24c7149cf8ca9b0224fce7a67	50	yes	man	no	no	2	2	1
77471182a6c54e99bc28137a7ed8bb1d	3	no	man	yes	no	1	3	1
d7ee1190304f4099955b3729f8ff7975	1	no	woman	no	no	1	2	1
3d4a0bccea3c48cbb09ac1debd78092a	3	yes	man	yes	no	2	2	1
6dae2491033f4b10b778923641c35082	19	yes	woman	no	no	1	2	3
461d70b2f7c64d688b3d3e7ee359bd6a	16	no	woman	no	no	1	3	1
d5408705ffe44d2ca942554c2c8e5562	12	no	woman	yes	no	1	3	1
ac5746f2a02b436d841766b62274be21	34	yes	man	yes	no	3	3	1
ac4822bb7cd2470f9cde186805fd6baa	40	yes	woman	no	no	2	4	3
a0896e7d9f99476a90954cf23ddb28e6	6	no	man	yes	no	1	3	1
7f104caff13940f381fcbc4c88eab2f6	47	no	woman	no	no	2	4	2
e529647893cb43b2a97388478ab1902b	1	no	man	yes	yes	1	3	2
37c1d85211744344883b4f2d5b92458f	17	yes	woman	no	no	2	3	2
6a1c11a376424a63b82275391b9593fd	48	no	man	yes	no	1	3	1
6103edc430524cbf8774fddcb34ab575	11	no	man	yes	no	1	3	1
f6eb52e7f2564b5e9a77096bb23e54c8	29	no	man	yes	no	1	3	1
8fc22f51fc1a4a64af1ee2b028645f63	5	yes	woman	no	no	2	2	2
dc93cc31cb394580b1d169d5128b5eb4	16	yes	woman	yes	no	1	3	1
26054b18cb6b48658100115bd2c6f64e	17	no	woman	no	yes	2	2	1
c2f27b320be141e497eab05a6fb32d36	50	no	man	no	yes	1	3	1
4779c7c7800a4d63ad439b60c0f1871b	15	no	woman	no	yes	1	2	1
db0cce3d03994eabadde606bff5945fd	18	no	man	yes	no	3	2	1
3dd55f227c384ce0bb769bae32bc6539	8	no	woman	yes	no	2	2	3
22a9e9b456724703ab0d0740bfda4ab0	10	yes	man	no	no	1	3	1
d050746d9bf048c2a3f1ebdd2e92fe4b	21	no	woman	yes	yes	1	3	2
6a10240555314773a7cee17fcf3935b7	15	no	man	yes	no	1	3	1
ee87f001dc9b4bb9b3f60f985addcf7f	2	no	man	yes	no	2	2	2
f4869ff7959a4b819567df9381d56ff4	12	no	man	yes	no	1	3	1
52ed4aa4648145669faf2aff626bdf32	45	no	woman	yes	no	1	3	1
cae5309871c347309873157de079a961	12	no	woman	no	no	1	2	1
172adca334834e88b48896722da29f6a	11	no	woman	no	no	2	2	2
a858a2df422646999e184eb954323b8d	4	yes	woman	no	no	2	2	3
b90c9e2d7aa94fd8adabf8a0afd7de12	12	yes	man	no	no	1	2	2
06b9dbf7b22e441ba0fdae374808dd63	3	no	man	yes	no	1	3	2
e7eccd9760be4300a58ab46c653e57d4	42	yes	woman	no	no	1	4	1
f0b97eab10654c14945aa48f741bf8bc	6	no	woman	yes	no	1	3	1
1409d5d39b4441c8a83a8842a463283f	9	no	man	yes	no	1	3	1
17077d19f92a46589700ca10d7f3d43a	27	no	man	yes	no	1	2	1
e2a21dfb08624ea68c097f807290bed0	50	yes	man	yes	no	1	3	2
29ab4cd9b1364f99aad35c5b80d2f06f	2	yes	man	yes	no	1	3	1
7b642160a3e748788b3605eb2f8d657c	17	no	woman	no	no	1	3	1
41ca6bcea1384b78882a1347f99190e6	50	no	woman	no	no	1	2	2
36275c364272468caad759f49755a55b	18	yes	man	yes	no	1	3	2
e73ecb7d78b04fffb42e55494d9ef1cb	4	no	man	yes	no	1	3	1
40d3ffcf3fae46d48db48d33324c5e83	3	no	woman	no	no	1	3	1
57d21b79e6df4c5c8b62d98b054855d9	49	yes	undet	yes	no	1	3	1
5725654a4df34a70855f36ad65f1bbc8	32	no	woman	no	no	1	3	1
469424961165454d8ba8c24c97b2658e	6	yes	woman	no	no	1	3	1
de5607f501c445eabb3f8c9f4544bd9c	2	yes	man	yes	no	1	3	2
76083cf3d870468f8c0341e590505431	47	yes	man	yes	no	1	3	1
b6d0585ef378450fa0848fc180818550	2	yes	man	no	no	3	3	1
3d50f817f21048b7a9a0fd5eb7fedfb5	1	no	woman	no	no	2	3	1
0c177f48f6254a3f9991a46313b36fbc	45	yes	man	no	no	2	2	1
98eea58319b744f3a789e9ae05994e3f	1	yes	man	no	no	2	2	1
1ecbae9d23eb4baca0f86aa1fa1f9156	18	no	woman	no	no	2	3	2
01cd04ac67e24d34855dc0a4e2f9ed98	5	no	man	no	no	1	3	2
7fa75d4087c7479f9ba05ba300f192fd	2	no	woman	yes	yes	1	3	1
ce7ffb4b960d447e82dbc0c1fb466f88	2	yes	man	yes	no	1	2	1
b91cd6fe19fd44318c51b7b60bb75b01	2	yes	man	yes	no	2	2	2
d72988dd14ce4c35a3b606b62504ed43	1	yes	man	no	no	1	3	1
ae8dbb7084a242d1bf074bf8c851105c	9	no	woman	yes	yes	1	3	1
3b6905093aa24d65835399ed6a6051b6	9	yes	woman	no	no	1	3	2
e66b343bcb42467b80c20f732d7afa3b	1	yes	man	yes	no	1	2	2
4b9fca14e86d4b70a1d0fb1f7140899b	2	no	man	yes	no	1	2	1
529a41aa6b0b4fc58ef3a61c65b0a5f6	47	yes	man	yes	no	1	3	1
8e71e8161d3b42cc92d9c2f86bbf0e9d	2	no	woman	yes	no	1	3	1
dcaad3f7745543ad9c94534230ecd51a	4	no	woman	no	no	2	3	2
5547a147f7bf46078f56f29e0184f788	3	no	woman	no	no	1	3	1
9c72ffd06fe049f2a8dcf6c241de994d	46	no	man	yes	no	1	3	1
e05c3389499f45f59684e5e4b92e2aff	1	no	woman	yes	no	1	3	1
edc9bf9962f94683b35ea2d9a1e6d112	2	no	woman	no	yes	1	3	1
cb2435be0dd44f88a8a132dafa43ee1d	6	no	man	yes	no	1	3	1
77e0d67decb042749620f7308c934a62	1	no	woman	no	no	1	3	2
0be8d6127e3b45b98271e24e83865af8	1	yes	man	no	no	1	3	2
1617584c4f3f43fc8c974b74dcf7b192	10	no	man	no	no	1	3	1
b462b53bfdc9429bac0d893357cbc90d	3	no	woman	no	no	1	3	2
7f5f9145c8e9437e8ce5969c119a4239	18	no	woman	yes	yes	1	3	2
936cc037696f48ff89f9152b4902b92f	3	yes	man	yes	no	1	3	1
263b756b6b6446db89cf8b85d9144923	21	yes	man	no	no	3	2	1
1493faf560654e2895570076fd19725e	50	no	man	yes	no	1	3	1
365391224e524a70a97769a56f7d8501	5	no	woman	yes	no	1	2	1
1ae5c369a4634cc5a199bf9b8d491340	5	no	man	yes	no	1	3	2
cdf385bf5e594c16a76f8f16c59ced7a	4	no	woman	yes	no	1	3	2
e35d3f282a3341b5bce61b7975784265	42	no	woman	no	no	1	3	1
b712ff06e82b4bb4801d64639e7e3a7e	1	yes	woman	no	no	2	3	1
c56f84d786f1453488d3879d09c14f54	9	no	woman	no	no	2	2	2
946d7ca6f10b4b04827e3bfed4043e5e	23	no	man	yes	no	1	3	1
ebc5fa71e0c74452a82b464509ae5878	18	yes	woman	no	no	1	3	1
9d390b76441943d0afade6518fd5aa04	1	no	woman	no	no	1	3	1
9fe3ab00602d465eaa4c23c39753e520	19	no	woman	no	yes	1	3	1
72fef2cbacec406c9de660fe0bb5daaf	10	no	woman	no	no	1	3	2
8ac7568a62094159a8126591605af288	4	yes	man	yes	no	1	3	1
5add4360b7b14caab7bb037819acab93	37	yes	woman	no	no	1	2	2
edcefab034794ee4885915730a62ad52	21	yes	man	no	no	3	2	1
7350a85e2580482eab22bbcf8810202b	24	yes	woman	no	no	2	2	2
54d61ef1c3fa4d549e467384f155de4e	2	no	woman	no	no	1	3	2
f7fe0d12860b4d01bff86bf49c85dde7	8	yes	man	yes	no	1	3	2
ba760c78d2534ec7b8718da77280e54c	19	no	woman	no	yes	1	3	2
ae2ebc38368c42038081994794ef0f11	20	yes	man	no	yes	1	3	1
cc60aefe62b94ff581166dec36d7ce08	27	no	man	no	no	1	3	1
469e19ddcf2448c7a28003d3bf95e609	13	no	woman	no	no	2	2	1
8b3c3c43fd4d42a29b54ffb2db0e36d1	5	yes	woman	no	no	1	2	2
2a7600f755ff444297d059b41f27aad4	43	yes	woman	no	no	1	4	1
f92bcb7cfc1445cbbe8cc970e09bbc0c	1	no	woman	no	yes	1	4	1
fc8fbe2576d54f58b0d71f9074e0568a	10	no	woman	no	no	2	2	1
1770661153fb4986b95a4e5c1868bb4b	18	no	woman	no	no	1	3	2
2de298097abd49ce91f6424517d7d7e1	33	no	woman	no	no	1	3	1
642402fb77fc4649878892ff735ac19b	2	no	woman	no	no	1	3	1
b59fa82efa43435f80328a07a9f6a4d2	2	yes	woman	no	no	1	3	3
c20a223a81ed40dc88db6370b131e40a	7	yes	woman	no	no	3	2	1
6937eed938dd49d883fa91343c5bf694	1	no	woman	no	no	1	3	1
fd77cdd37a8e443c9a08acff2570cfa2	14	yes	woman	no	no	1	2	2
4ea410a3d21e4d5f8e9bf673cda0272c	48	no	woman	yes	no	1	3	1
627e4a76e055491eb88c5e7dcf08a795	7	no	woman	yes	no	1	3	1
daaa9619debf418488974c367703437b	1	no	woman	no	no	1	2	1
679367994be64334bfc3a03c033999e2	7	yes	man	no	no	1	3	1
b564b3b2cf2546a78d0f8bc654712cc4	2	yes	man	no	no	1	3	1
f1647cf10cf44e1aaafcec0c8367c283	1	no	man	no	no	1	3	1
dd390fc8efcd46bdaf441dac5b903985	20	yes	man	no	no	3	2	2
8c2e1f2bc8e949cc80868b8b133f92d4	5	no	woman	no	no	1	3	1
452aa4266af946adb903329b9020cd90	30	yes	man	no	no	3	3	1
bf1e87cf25954255ae197cd94edc7598	3	yes	woman	no	no	1	2	2
956ed7be45a34c76adaec1e633ca90a3	14	no	woman	no	no	1	3	1
42a4d5384b5a4bbda0c6b015e203f7e3	12	yes	woman	no	no	1	2	1
53b5586e944c4b5fa8bf0665b02700e5	2	yes	man	no	no	1	3	2
d54a74e734154914b95255ccd6d0f054	7	no	woman	no	no	1	3	1
20a0d0e1506d40019f8f0b3d8f23106a	1	yes	woman	no	no	1	3	2
6e9bd8057646401188b883e2ef9419de	2	yes	woman	no	no	1	3	1
ee3adadd66044187b9d3f4989bb01a27	10	no	man	no	no	1	2	1
ff147fa15966433493631125b54c8924	8	yes	man	no	no	1	2	1
87eb9026cbb44a8eb58f969e494f02b7	4	yes	man	no	no	1	3	1
f477097410da4c7a841b4ae03136bb47	8	no	woman	no	no	1	3	1
13f3d989fb0648a68c6b8086bd2f3c7f	36	yes	man	no	no	1	2	1
c7624a0a42de4bdca8ec64f642865492	5	yes	woman	yes	no	2	2	1
b191ad27c6b74cbc89ce2a33caad7d63	23	yes	woman	yes	no	1	3	1
8bf91a01386d4764aee587e6fcac6d74	2	yes	woman	no	no	3	1	3
875e97538c094306bcbbe1a3cf61f4b2	30	yes	woman	no	no	1	2	1
9eb8c9a3affa40f08e6b2355e97c0833	9	yes	man	yes	no	2	3	1
598cee1cbd8641ff9fd27bd62551ebc0	2	no	man	yes	yes	2	3	1
764bf85e08254e5bb081cf1e1782ed7b	1	no	woman	no	no	1	3	1
50de729e4c6b42f8b7d23523a16780c9	1	no	woman	no	no	1	2	2
d276e691027d4e1fb994dc7a1d2cace3	1	yes	woman	no	no	1	3	1
cc47fbf77c0944e3aee25ecf8e213695	2	yes	man	no	no	1	3	1
22c4c38caf534411ac52b233874f2bb2	1	no	man	yes	no	1	3	1
9bc3c238f6b54af9bb6d1769243e3427	1	yes	woman	no	yes	2	3	2
f85015f85f4444d5998207f374f044ea	1	no	woman	no	no	2	3	2
cf95e94ae0874654bb771df123c93d40	4	no	woman	no	no	2	3	2
3459a1bd7ff94e628243c1d2042530e4	1	yes	woman	no	no	2	3	1
ce88fceda529479f9acd25fceb99347d	4	no	man	yes	no	1	3	1
598a9ecc9b6246a88b8e1f45a03d9e9c	3	no	woman	no	no	1	2	1
4adc213978d24e61b6c1e26a2c081c8c	1	yes	man	no	no	1	3	2
08d2dd00f3634f929249123f253dd7ee	2	yes	woman	no	no	1	3	1
77f13f4785d048cbb5fe42bc5503d8c7	1	yes	woman	no	no	2	3	2
9b17bb1e3b294056810731d8d95247b9	1	no	woman	no	no	1	3	2
f0496ad837144083ab5b07f7bbfa31e9	1	yes	man	no	no	2	2	2
d3d51ba3fc834ea4aa6fff7e3806d417	11	yes	man	no	no	2	2	1
30a8121b55de41e683f17a4bd3061e19	1	yes	woman	no	no	1	4	1
a0fc51cce214441691f7578e18ad9cc7	22	yes	man	no	no	2	3	2
3ad2a16ee63e400c9f7a95d016ef8465	26	yes	woman	no	no	2	2	2
4842ca659fcb4b5aa3aa2b265fbc12e8	9	yes	man	no	no	1	3	3
57a24da1c7cf40b0b0a92ba6127e98ef	29	yes	man	no	no	1	3	1
bf9694ed01c24ee0a5f4d46d42a21f0f	16	yes	woman	no	no	1	3	1
e2616620ac48420ab5322d2bd9d2fef5	3	yes	man	yes	no	1	3	1
1403bb791fe944eeb6b7ba2d1abef01d	6	no	man	yes	no	1	4	1
b67bedb4eed9447a8df568e5b7bdd3fd	15	yes	woman	no	yes	1	3	1
8559bc018f224b36b8de09cef35ebd50	2	yes	man	no	no	2	2	2
5a5694df95e5413db763ee3217c0e2ed	2	yes	woman	no	no	2	3	1
ef3e6625fabb45f4858d3a4eade131d6	1	yes	man	yes	no	2	2	1
7af97909704447c9a7f2a53778b14d64	5	no	man	yes	no	1	3	1
350a84d04a2b4344b8f00e1f72879960	1	yes	man	no	no	1	3	1
e0966bd860814a60badab6fc3ac34530	2	no	woman	yes	no	2	3	1
6b1c88a447864d8d9af8f4424d67fda2	2	no	woman	no	no	1	3	1
477d8daf94a6435b841eec14dc5aa2c2	7	yes	man	no	no	1	3	4
874065c4b8a74f52874c4a26c4e3cd99	6	yes	woman	no	no	1	3	1
3c1e1de0851744b6960fae098da3a3b5	2	yes	man	yes	no	1	4	1
0d2f755324354607b2ca54a3539630f4	22	yes	woman	no	no	1	4	1
6f9fe457db67496ba1c9bcb87a062ff5	2	yes	man	yes	no	2	3	2
9b558104b71e4e87970f1f43000fb245	3	yes	woman	no	no	1	3	2
fe655b4918c04a4690c0abbdd9ec44f1	2	no	woman	no	no	1	3	1
35da9c02ef2548fcb3554bf426d10b88	1	no	man	yes	no	1	3	1
