hit_id	worker_id	worktime_s	item_id	wav	transcription
3L7SUC0TTUSE5V2QMCCD47HXB6HM0W	0ea60761964a4782a1664489b41264cd	34	marker_6_2	marker_6_2_17	red Sharpie pen
3QGTX7BCHP0DZ9NAY78JT49X7IAZ5B	79487170e95647eda16d6565a73996e0	27	scissors_4_1	scissors_4_1_6	there is a multicolored Susan
3YOAVL4CA0FV3QJAK2P9OC3J7MFZ46	dd948e1de9fa4327a603edd7c120e09c	67	marker_6_3	marker_6_3_16	this is a Sharpie that has a red lid the pen made by Sharpie
38RHULDV9YDLH2DKU476J9JKV2CWIS	55056f184dcf45fcabe107a4fb88ce02	80	allen_wrench_1_2	allen_wrench_1_2_20	it's a wrench it is used tire stores
30Y6N4AHYPUZ1VGC3WWP5DVQBIPRDI	6e9b45b70f5248d6a944b2193a042fe7	221	eye_glasses_2_4	eye_glasses_2_4_11	dead or Spectacles on the table
38O9DZ0A62LJC2KCEJ9AYZDQI4N62R	6ceb8d591d89477f9fec1dbe02b74f6f	198	scissors_4_3	scissors_4_3_16	Cecil is seganteng instrument and hand operated Shear into
385MDVINFCDHCDXQCMS6VAYK8H1WJ4	1806fa15232143c9be3c131487ae9762	26	allen_wrench_1_3	allen_wrench_1_3_20	there is an object we die around the red ribbon
3QGTX7BCHP0DZ9NAY78JT49X7IB5ZI	539cfe0c2dd44a5ca4697feda306a945	40	eye_glasses_3_1	eye_glasses_3_1_6	Lisa glasses with two lenses a frame on two to fit over the years
3KTCJ4SCVGZECKN8IVGDIC07GYNM1Z	0ea60761964a4782a1664489b41264cd	26	marker_6_4	marker_6_4_7	red Sharpie brand Sharpie
3IZPORCT1F7GDBLEPSFFWYAO3AIRHR	09d241451eef4598a7c013502783afee	120	scissors_4_4	scissors_4_4_12	alone season which color is yellow
3MA5N0ATTC9CNX38U7SIWPYXN61WK3	91ac90371c8f4e8fa1986be95508d121	35	allen_wrench_1_4	allen_wrench_1_4_8	elkies
3RQVKZ7ZRKH2G2YHXTE24DDMDF727M	1806fa15232143c9be3c131487ae9762	19	measuring_tape_1_1	measuring_tape_1_1_8	Denny's are yellow kafantaris ruler
3P0I4CQYVY5VDOONSZKB36F67BBWON	0ea60761964a4782a1664489b41264cd	14	scissors_5_1	scissors_5_1_9	a small pair of Barber scissors
3XDJY5RK5SJEHRP0EFQ17KO4540U4C	91ac90371c8f4e8fa1986be95508d121	131	eye_glasses_3_2	eye_glasses_3_2_7	got your glasses from the table you can use it for reading newspaper
3M4KL7H8KVLCNH2GVF9WTG3LQY961A	b9bdc8b283d14737975f7f7bfa5b5c45	104	allen_wrench_2_1	allen_wrench_2_1_16	design hex key Allen key bolts and screws with the hexagonal sockets in there
3IZVJEBJ6AI9IDNO3QIOLANX3DLZ6R	fb611fb606e540a0848063fe9e3972c7	31	measuring_tape_1_2	measuring_tape_1_2_6	arrange yellow plastic object that looks like amazing tape
3RTFSSG7T84N73LQF74JBPBCC66WL6	b9bdc8b283d14737975f7f7bfa5b5c45	101	eye_glasses_3_3	eye_glasses_3_3_11	expectable with a frame and a glass people weirdest activities because their mission is flour and they are using it to probably see or everyday uses and I'm tormented ologist
39XCQ6V3KY2BBZ3ZW2B8W6G23C856I	fe655b4918c04a4690c0abbdd9ec44f1	387	scissors_5_2	scissors_5_2_15	small silver scissors can be used for a clipping nails or for a seamstress work for sewing and it is small enough to be travel-size
3LG268AV3844T1UCZR79BVDBBUQREB	372b9108254a4344be0bf4c7429a8f21	46	allen_wrench_2_2	allen_wrench_2_2_9	there is some kind of a metallic with your shape
38O9DZ0A62LJC2KCEJ9AYZDQI4N26N	a13ad5ad7f094f368400e2627761d998	32	eye_glasses_3_4	eye_glasses_3_4_14	it is a spectacle we use it for good vision
311HQEI8RSESMD1TM0NGRONTYO5Z7Q	d47cded7ec8b4a31a0c3796752e5fde1	98	scissors_5_3	scissors_5_3_13	this is an older cutting scissor
33CLA8O0MI9WZFU8U2RFTDYBNV5RFT	6ceb8d591d89477f9fec1dbe02b74f6f	287	measuring_tape_1_3	measuring_tape_1_3_12	shipping tape is a flexible ruler used to measure size
3A3KKYU7P3F7DL3BFJ5YB2Q1CBWWM8	55056f184dcf45fcabe107a4fb88ce02	43	allen_wrench_2_3	allen_wrench_2_3_13	it is arranged it is white in color
3ZVPAMTJWN12DFQ35MXXBYYNOA5RGS	a13ad5ad7f094f368400e2627761d998	44	eye_glasses_4_1	eye_glasses_4_1_11	it is spectacular we use it for Estee Landon for reading properly
36D1BWBEHNZL15541ZGRNVAC841M2G	bf948832ff5249b6bdf6c5f8c40fe8b7	15	scissors_5_4	scissors_5_4_12	I can see Services us
3V7ICJJAZAEZLSGUEO962UWGGJU4B6	70939c954e944b11834e38782bad518b	12	measuring_tape_1_4	measuring_tape_1_4_11	it's a small yellow and black tape measure
3K8CQCU3KEZDV3OBRKKYOHF1H16WN8	2b9274075090401eba9e27031d9e1245	28	allen_wrench_2_4	allen_wrench_2_4_16	it is a black bent metal object that is about an inch and a half on one side and an inch on the perpendicular side
3HO4MYYR12MSWETEX3JG4I8I1V6U6X	70939c954e944b11834e38782bad518b	15	eye_glasses_4_2	eye_glasses_4_2_10	a pair of square metal glasses
3MQY1YVHS3IPIE17AAQI9FZIW5Y2B8	e207e52eff6842f5bf14109a541914fc	63	scissors_6_1	scissors_6_1_13	this is a pair of scissors
32CXT5U14G1F0SC2QIGEOW497QWU8J	bf948832ff5249b6bdf6c5f8c40fe8b7	15	measuring_tape_2_1	measuring_tape_2_1_10	this is a measuring tape which is silver oxide
3TC2K6WK9G06GG307Y68ID9HOZD289	a42030e8be3446419ef6a71004e736d3	50	allen_wrench_3_1	allen_wrench_3_1_9	this is a Allen key
30QQTY5GMKIB0E7JGDO8AW8EW6QU7W	5cdb7f8238d64073827e0e1f46851a64	78	eye_glasses_4_3	eye_glasses_4_3_14	pair of rectangular glasses with a orange color scheme
33NOQL7T9OXWMR6CW5FM5OJO98BZ8D	70939c954e944b11834e38782bad518b	25	scissors_6_2	scissors_6_2_13	a small pair of blue open scissors
3SD15I2WD2S8XKGVIJNFH9IIOIN632	b9bdc8b283d14737975f7f7bfa5b5c45	129	measuring_tape_2_2	measuring_tape_2_2_9	did you say measuring tape it is a common measuring tool if you say flexible ruler used to measure size or distance
3FJ2RVH25Z46ULMACQCMI94S85V29Y	2b9274075090401eba9e27031d9e1245	95	allen_wrench_3_2	allen_wrench_3_2_20	it is a black reusable straw at is about 4 in Long
3MWOYZD5WVM5QUF90YTO7N2FEZ7ONO	bf948832ff5249b6bdf6c5f8c40fe8b7	13	eye_glasses_4_4	eye_glasses_4_4_19	I can see it classes the classes are over
32W3UF2EZOJIVX80SO51DE2YY4U4CD	939e0dfa51314f8d92a26475c11b7c2b	2962	measuring_tape_2_4	measuring_tape_2_4_6	small size
3511RHPADVCIZ744GDUDOQ3VKRRRLY	de72f74bcbb048298c09c0cc21cbefc8	376	scissors_6_3	scissors_6_3_17	there is a small pair of scissors that are blue in color
3JU8CV4BRLA5TFRMGD6GBC7AEE8OPK	c8f4a8fa09e04329a758eeca6cd631a9	108	flashlight_1_1	flashlight_1_1_6	flashlight is very useful to go into the dark places and rode this flashlight works with the batteries which is strong and durable
3PUOXASB571W0WPM1XL05KEZTETZ92	b9bdc8b283d14737975f7f7bfa5b5c45	131	scissors_6_4	scissors_6_4_18	Eddie's scissors with a pair of metal blades and plastic handles sixes are hand operated shearing tools
3MJ9GGZYO34KZ4WF4WQME4FCEND2AD	539cfe0c2dd44a5ca4697feda306a945	54	allen_wrench_3_3	allen_wrench_3_3_14	this is a black metal Allen key has a longer arm and is up Tiger Lily shaped
30IRMPJWDZH7F1MMVDIC9QQGVRMRKV	c99a89b46602479aadb3ef5d3fb986bc	31	measuring_tape_3_1	measuring_tape_3_1_17	pink and black tape measure
3MD8CKRQZZLC4HG4DSI08BQ3G2MRJW	6ceb8d591d89477f9fec1dbe02b74f6f	258	flashlight_1_2	flashlight_1_2_8	you have a flashlight. Is a portable handheld electric light
3I01FDIL6M6IXBZRO6HO45NIZQA2DF	1806fa15232143c9be3c131487ae9762	18	screwdriver_1_1	screwdriver_1_1_18	screwdriver with red and black handle
3P888QFVX3SQTRS1GQL5BHXKJAUOQB	bc03ce2024214e9abb55a1200897d3f4	21	measuring_tape_3_2	measuring_tape_3_2_11	black and purple color measurement tape
3RHLQY6EDT2S0PEESK0CXKKGJ464DD	dd948e1de9fa4327a603edd7c120e09c	83	flashlight_1_3	flashlight_1_3_18	this is a several objects about 6 in long and looks like it has a arrest strap on it the top part has openings and it's somewhat like a shower head or perhaps a microphone
3ZZAYRN1I6P3L7KTXUF0GM873HTOTP	d76a617011c847b189576cde1797e623	54	screwdriver_1_2	screwdriver_1_2_16	a screwdriver with a black and red panda
3CZH926SICCXSVSEOFBW3221JG74E6	856baa6f85bf46a683bbdb78c415f1f1	23	flashlight_2_1	flashlight_2_1_18	a black flashlight with a black wrist strap
3VJ4PFXFJ35TJG5HNG0SKNA4XEWUAN	bf948832ff5249b6bdf6c5f8c40fe8b7	10	screwdriver_1_3	screwdriver_1_3_19	I can see a black and orange screwdriver
3TFJJUELSHN8SJTDOAMDKZ50EQY2CF	a13ad5ad7f094f368400e2627761d998	65	measuring_tape_3_3	measuring_tape_3_3_9	it is measuring tape used for measuring small distance
334ZEL5JX6D2677E8UAA6HCL1YFOS0	6e9b45b70f5248d6a944b2193a042fe7	176	flashlight_2_2	flashlight_2_2_13	adult is placed under turntable it is black in color
3UV0D2KX1MHPY9SAJQV2LKN1VHM4FO	03068d2df8cf4f2d8aeaa7bedf8abb8c	17	screwdriver_1_4	screwdriver_1_4_17	there is a screwdriver on turntable
3H5TOKO3D9HTFGZZIXSYREAO2IJ64N	539cfe0c2dd44a5ca4697feda306a945	45	measuring_tape_3_4	measuring_tape_3_4_17	this is a real tape measure with a switch to a real back in the measurement tape
3PZDSVZ3J5F1M15RHEEFTPWAX884NV	23e60b397d7e4e0f9b3dcfaa629e45e4	32	flashlight_2_3	flashlight_2_3_5	flashlight on the turntable
3YGYP1364178N77PSQAS1I7KPMRRN0	bf948832ff5249b6bdf6c5f8c40fe8b7	8	screwdriver_2_1	screwdriver_2_1_14	I can see a black screwdriver
3Q2T3FD0ON6AMN1N5ZUW65F4EI1M3R	31620e4203e44d9d9e7f326cf069a6af	60	measuring_tape_4_1	measuring_tape_4_1_8	an automatic car
37M4O367VJGD02ORJIIPL2DOSESM5H	0b78040e2cef4ac39c8d106ab0cdee3f	33	flashlight_2_4	flashlight_2_4_10	the item in the picture has a flashlight it is used to illuminate places where I wear this dark when maybe you go I can go somewhere there is no
3P0I4CQYVY5VDOONSZKB36F67BBOWF	1f4c91486789403790bc830e9eec7d81	174	screwdriver_2_2	screwdriver_2_2_17	did he do any screwdriver to screw which loaded have
3ROUCZ907FSN8FFL1DT1MC2K49COO3	36c95354dc1c4ae4a62c13a0d6187b28	42	allen_wrench_3_4	allen_wrench_3_4_8	an allen key and mechanical tools turntable
3UAU495MIIQILKZIXZ5ALIU9MV0OUG	939e0dfa51314f8d92a26475c11b7c2b	612	measuring_tape_4_2	measuring_tape_4_2_10	black color small-sized
3W1K7D6QSBFFOP4JZHZWWQ9PHEWZBC	0ea60761964a4782a1664489b41264cd	75	screwdriver_2_3	screwdriver_2_3_8	screwdriver
3OJX0UFJ0Z5FEXVCVAMSOSZKRWEU98	fb611fb606e540a0848063fe9e3972c7	33	allen_wrench_4_1	allen_wrench_4_1_12	a small black Island
35U0MRQMUJ5IYZOI2PFFH4WS029OV5	2f60009015d94c85aa6f4e5c58373f4f	60	measuring_tape_4_3	measuring_tape_4_3_18	it is a black kitchen
31KSVEGZ34QYA1G3KR1FX1KBIYVWRW	91ac90371c8f4e8fa1986be95508d121	55	screwdriver_2_4	screwdriver_2_4_15	secure driver with blue holder
3OB6JN3A9QN25PMPGPVSO3IKKWHRM0	2b9274075090401eba9e27031d9e1245	27	flashlight_3_1	flashlight_3_1_11	it is a black and red rectangular object at is about 3 in by 1 in and the red part is on the top
338431Z1FLDQ5S71T5A5G77PFWWORC	b9bdc8b283d14737975f7f7bfa5b5c45	76	allen_wrench_4_2	allen_wrench_4_2_14	a hex key Allen key is a simple tool used to drive boards and screws with hexagon and soccer Indian Head the police usually form of a single piece of hexagonal roared of steam
3QE4DGPGBR9VC9O5UA1K35NDWWM4GN	55056f184dcf45fcabe107a4fb88ce02	54	flashlight_3_2	flashlight_3_2_20	it is a flashlight it is black in color
39XCQ6V3KY2BBZ3ZW2B8W6G22EE65S	dd948e1de9fa4327a603edd7c120e09c	30	measuring_tape_4_4	measuring_tape_4_4_16	this is a small black object with a small wrist wrap the object as brown Perhaps it is a change purse
3H6W48L9F4NDYO0O7ZXQS6KWHG7WP4	70939c954e944b11834e38782bad518b	15	allen_wrench_4_3	allen_wrench_4_3_9	a small black allen wrench in the shape of an l
31GECDVA9JK7U33D1LLDOCU2Y9P668	0ea60761964a4782a1664489b41264cd	24	screwdriver_3_1	screwdriver_3_1_20	large screwdriver with a yellow stripe
3Z56AA6EK4Y9J6O5O1SUD8ROO93M6X	55056f184dcf45fcabe107a4fb88ce02	52	flashlight_3_4	flashlight_3_4_9	it is a flashlight it is black and color
3WUVMVA7OB1A5FZRT3Z01FPJZWBZAH	1806fa15232143c9be3c131487ae9762	35	measuring_tape_5_1	measuring_tape_5_1_19	on the white turntable there's a carpenter's rule
3R868ACW4SABF6CUF3RAX10MXROZGT	91ac90371c8f4e8fa1986be95508d121	85	allen_wrench_4_4	allen_wrench_4_4_19	LG we use for opening many volts many nuts
3XBYQ44Z6P2BQGTVOG6AXGLT6JSWT9	a42030e8be3446419ef6a71004e736d3	30	screwdriver_3_2	screwdriver_3_2_8	this is a screwdriver
3DIIW4IV8PT980U0KY1NOH0TB9E4IF	1806fa15232143c9be3c131487ae9762	25	food_can_1_1	food_can_1_1_6	how close can we do yellow label
3FULMHZ7OUVV4JKR5DZFGA7ASIXM4C	45c6239b47394c4b9240a0f423b4ad96	201	allen_wrench_5_1	allen_wrench_5_1_18	tools used for mechanical work
39I4RL8QGJF9C5JGEGJ2O5ZEBWZ4HM	b9bdc8b283d14737975f7f7bfa5b5c45	48	measuring_tape_5_2	measuring_tape_5_2_18	and Michelin is the flexible ruler user to measure size or distance insect Palmer measuring to
336OE47KI2IQ38XKTB6PYY9E348WVP	a42030e8be3446419ef6a71004e736d3	25	screwdriver_3_3	screwdriver_3_3_12	this is a screwdriver
33Q5P9PUSPKYYUWPDHVR7AF7ZZWZCJ	1f47e602ec6c448fb6f9cb3a70832fe8	1648	food_can_1_2	food_can_1_2_11	Jamaica way late with yellow Packaging
3I7SHAD35MUSN62A7BXMJMRKJKNM7W	98e1b6c934c14b82a39eafb05b44bd83	36	measuring_tape_5_3	measuring_tape_5_3_7	a silver yellow and black tape measure that goes to about 12 ft
3FSEU3P2NRYT25ZHLXR9A2CUQJGRRO	bf948832ff5249b6bdf6c5f8c40fe8b7	20	screwdriver_3_4	screwdriver_3_4_8	I can see a suitable screwed arrival this black grip
3NKW03WTLM5YY0137CCFSBA6MCTWQV	6ceb8d591d89477f9fec1dbe02b74f6f	211	allen_wrench_5_2	allen_wrench_5_2_17	allen wrench is a simple to use to to drive bolt and screws
3VEI3XUCZRV8QSJ285NK57CFP1SRPW	55056f184dcf45fcabe107a4fb88ce02	69	screwdriver_4_1	screwdriver_4_1_7	is a screwdriver it is black in color
3HXK2V1N4KDL9V9IQWIWAQQFCIQ2GP	2b9274075090401eba9e27031d9e1245	25	food_can_1_3	food_can_1_3_9	it is a yellow can that says Cento San Marino peeled tomatoes it has a picture of red tomatoes with green leaves on it
3EHIMLB7F7XAV66IQJ9F5HFJDIV8HX	a13ad5ad7f094f368400e2627761d998	117	measuring_tape_5_4	measuring_tape_5_4_11	it is a measuring tape be used for measuring very small distance area
3KTZHH2ONIDWNK7THGPSXMNFU4TM8J	539cfe0c2dd44a5ca4697feda306a945	53	allen_wrench_5_3	allen_wrench_5_3_19	this is a yellow container which holds multiple black Allen keys there are a large filing fees at the top and smaller Island cheese on the bus
31SIZS5W59DTQ4KH8I295C2PUXERQN	6ceb8d591d89477f9fec1dbe02b74f6f	216	food_can_1_4	food_can_1_4_17	when is the primary responsibility lies with produces
3VI0PC2ZAYIA2OTD24GX5PTDGDHOX8	d47cded7ec8b4a31a0c3796752e5fde1	301	screwdriver_4_2	screwdriver_4_2_6	the videos report on the screw with this Latter day it's
33IXYHIZB5GNPHDRK1S8AN53Z2B2E8	91ac90371c8f4e8fa1986be95508d121	308	allen_wrench_5_4	allen_wrench_5_4_16	Pizza hex key to drive boats and seek to use with hexagon also getting their head
31GN6YMHLPQABGGGZG1KNBP740EWSK	55056f184dcf45fcabe107a4fb88ce02	91	medicine_bottle_1_1	medicine_bottle_1_1_9	it is a medicine bottle label
3FO95NVK5CY53KZU0MRE0CHQCLZRSC	cd3ec1c6832043a39c5b74012419b67c	29	food_can_2_1	food_can_2_1_10	is a small round food chain which is mainly whites
3TUOHPJXYHVI7X2FTQ77MJ6ZJFGWXS	70939c954e944b11834e38782bad518b	18	screwdriver_4_3	screwdriver_4_3_8	it's a small screwdriver with a black handle
3DWNFENNE3T53BE62GMN0IFTOO34JR	90ab13dfd3714632bec0e8c0f7c0d756	10	apple_1_1	apple_1_1_12	yellow upon standing upright
338431Z1FLDQ5S71T5A5G77PFWWROF	6e9b45b70f5248d6a944b2193a042fe7	63	medicine_bottle_1_2	medicine_bottle_1_2_16	that is a bottle with liquid on the turntable
3KI0JD2ZU1GQY3HIKVQ5UQUYTK9677	939e0dfa51314f8d92a26475c11b7c2b	954	screwdriver_4_4	screwdriver_4_4_7	medium-sized black and yellow colored screwdriver
3WKGUBL7SZKBY12651Y0GXSLSD84LT	c9cb24e8cee44f63b20ddd926f98e3c5	26	food_can_2_2	food_can_2_2_6	this is a black beans
3MDWE879UH00IYM6VJ5XJ27W2B8B99	6ceb8d591d89477f9fec1dbe02b74f6f	407	screwdriver_5_1	screwdriver_5_1_18	is screwdriver to usually hand operated for turning screws
3VP28W7DUNI516GZ4JLSFG0AWCOZFU	de72f74bcbb048298c09c0cc21cbefc8	307	food_can_2_3	food_can_2_3_8	there's a can of black beans with white label and some writing and red with the little person in the red logo
3LEG2HW4UFLFVVDNFCCES5Q3B3Q2FQ	0ea60761964a4782a1664489b41264cd	20	apple_1_2	apple_1_2_20	it's an apple with green and yellowish coloring
3SMIWMMK613QQT8KOLWK2C7VPXZWU0	539cfe0c2dd44a5ca4697feda306a945	43	medicine_bottle_1_3	medicine_bottle_1_3_18	this is a prism shaped glass bottle which has a white sticker on it it owes who has a screw cap
32FESTC2NHOHCV2F7UWJQI0SXHHUCP	939e0dfa51314f8d92a26475c11b7c2b	386	screwdriver_5_2	screwdriver_5_2_8	small-sized black and red color driver
3SA4EMRVJV0KQYZ3ES45LBBSGBSP0V	6e9b45b70f5248d6a944b2193a042fe7	54	food_can_2_4	food_can_2_4_19	daddy is a black bean on the turntable
34YWR3PJ288PZ71U0JEMFOXVIA1X0R	0ea60761964a4782a1664489b41264cd	16	screwdriver_5_3	screwdriver_5_3_12	small screwdriver with a black handle
3DTJ4WT8BDDDVSG3981MXYFAKB9ZEC	e7227a703fd248eb9db4ce290a2a8e70	57	medicine_bottle_1_4	medicine_bottle_1_4_13	this is an orange bottle of DayQuil with a white cat
3URJ6VVYUPLJ4M53ITES8EWFNID4OA	70939c954e944b11834e38782bad518b	19	screwdriver_5_4	screwdriver_5_4_9	a small stubby black and red screwdriver
33IXYHIZB5GNPHDRK1S8AN53Z2BE2K	939e0dfa51314f8d92a26475c11b7c2b	1417	food_can_3_2	food_can_3_2_19	medium-sized
3R16PJFTS3P0EVKOK1MZ1XF63D34KQ	b9bdc8b283d14737975f7f7bfa5b5c45	48	apple_1_3	apple_1_3_20	an adverb is an edible fruit is Madison here and the color of this Apple for Sunday's a low fruit
3D0LPO3EABXZ2TJN702ZO30MIJBOYE	0b78040e2cef4ac39c8d106ab0cdee3f	28	medicine_bottle_2_1	medicine_bottle_2_1_17	the object is a white men sing plastic bottle is a container for pills of medication can also be used for other purposes Strasser plastic container
3MXX6RQ9EV31PMH4XTR7XE15XN94PR	55056f184dcf45fcabe107a4fb88ce02	96	shampoo_1_1	shampoo_1_1_8	Edition Shampoo reviews for hair
3TD33TP5DL0ENHWBNPJXFXIG8TQBAO	55056f184dcf45fcabe107a4fb88ce02	67	food_can_3_3	food_can_3_3_9	ideas of what can it is used to pack food
3IHWR4LC7DBAR1H2W1R05TGYDVA8IQ	939e0dfa51314f8d92a26475c11b7c2b	1155	apple_1_4	apple_1_4_12	medium sized yellow color
3BC9H1KCYUA772SPYMT95XD8LLAWYY	fb611fb606e540a0848063fe9e3972c7	31	medicine_bottle_2_2	medicine_bottle_2_2_20	White pose with some orange rating
3W0KKJIARR71XW7QW4CCI9VB5ZZ8K1	70939c954e944b11834e38782bad518b	14	shampoo_1_2	shampoo_1_2_14	it's a white and blue bottle of shampoo
38B7Q9C28G3UCM5BZSOP8ML4OAX69J	a42030e8be3446419ef6a71004e736d3	78	food_can_3_4	food_can_3_4_10	this is a p
3M47JKRKCXZUYHM1U0IB8QQT44F68U	70939c954e944b11834e38782bad518b	13	medicine_bottle_2_3	medicine_bottle_2_3_6	it's a white pill bottle with a white cap
3SBNLSTU6U383M23DDQ2RGXPKZ8ZDJ	b9bdc8b283d14737975f7f7bfa5b5c45	205	apple_1_5	apple_1_5_19	Eastern edible fruit produced by an apple tree
3N7PQ0KLI5NCAZ9AO16DTXAV5GBE3V	70939c954e944b11834e38782bad518b	14	shampoo_1_3	shampoo_1_3_11	it's a white bottle of shampoo with a blue cap
3R0WOCG21M7RHN8T7QRUAOIAIHTUDP	539cfe0c2dd44a5ca4697feda306a945	33	food_can_4_1	food_can_4_1_20	this is a tin can with a blue label around it it has a leave at Lieber off the cap
3FULMHZ7OUVV4JKR5DZFGA7ASIY4MV	539cfe0c2dd44a5ca4697feda306a945	85	medicine_bottle_2_4	medicine_bottle_2_4_13	this is a white plastic bottle with a stick I going around it as a wide but things are killer cap
3M7OI89LVYMWAKCEBCYGACMCUV06C0	c6b44f38d59b4b25b87d7724046cb253	41	shampoo_1_4	shampoo_1_4_18	a blue and white container of shampoo is visible the brand is Head & Shoulders
3VQTAXTYN3JY2QA9TU0OFYUAFWHUBI	539cfe0c2dd44a5ca4697feda306a945	30	apple_2_1	apple_2_1_13	this is a round green I pull with a stork and a sticker on it
3PUV2Q8SV42CLOZN7ZAZ5YQMTWNBDQ	70939c954e944b11834e38782bad518b	19	food_can_4_2	food_can_4_2_15	a blue can of food that says koia on the side
301KG0KX9CJZ9R4TA20EVQ2GRI32HO	98e1b6c934c14b82a39eafb05b44bd83	24	medicine_bottle_3_1	medicine_bottle_3_1_19	a small white bottle of Tylenol pain relief pills
3BS6ERDL9356FCISB8TRUI4UFVC6D0	a42030e8be3446419ef6a71004e736d3	19	shampoo_2_1	shampoo_2_1_19	this is the Old Spice aftershave
36BTXXLZ2V6M1ZXJALVW291KY5X4RJ	4f21a40d2fe349d39b39e00b40b3fab7	49	food_can_4_3	food_can_4_3_18	it's a navy beans by Vancouver
3NC6WP7WJHI3IXXPJLBLK0SSADAWWZ	d47cded7ec8b4a31a0c3796752e5fde1	29	apple_2_2	apple_2_2_14	a food handling lot of folic acid
3N3WJQXELSO1VNNJ1NFCNIVN8ZC2LV	c6b44f38d59b4b25b87d7724046cb253	35	food_can_4_4	food_can_4_4_11	a blue can is visible the brand name of the can is Goya
3ECKRY5B1QUPBXIP5RRDIDD2C4GZIL	fb611fb606e540a0848063fe9e3972c7	29	shampoo_2_2	shampoo_2_2_7	plastic Bowl to the top part has read the bottom part is white
3VLL1PIENQMZ7JTS3M4I2A9OODFOZ5	fb611fb606e540a0848063fe9e3972c7	105	apple_2_3	apple_2_3_15	a rainbow sheep piece of green
3E6L1VR4XWK3DWWO2EOHII7FR8S6FB	04654b6774f2491e989f94bc1a69af6e	31	food_can_5_1	food_can_5_1_6	small wife with beige cabinets.
3YLPJ8OXX8B6YVJVJK1ORRN8ZMHX47	897dcdc27e0142528f7a028f28cb3aaf	85	shampoo_2_3	shampoo_2_3_11	the object is a red and beige plastic bottle of Old Spice men's body wash
33KGGVH24UFP6WMCW2IMTTG5N27X1U	0ea60761964a4782a1664489b41264cd	22	medicine_bottle_3_2	medicine_bottle_3_2_15	the bottle of painkillers
3IV1AEQ4DRB6MC18EJC0HUVYQAZ8J2	539cfe0c2dd44a5ca4697feda306a945	23	apple_2_4	apple_2_4_6	this is a green apple it says Sarah cone shaped with a small stalk on top
3WA2XVDZEMFB7IWS734B00MFF7D6ET	6ceb8d591d89477f9fec1dbe02b74f6f	216	shampoo_2_4	shampoo_2_4_14	shampoo is a hair care product is used for cleaning hair
3HY86PZXPYGG0WVV1XSU54VY7WXE13	b9bdc8b283d14737975f7f7bfa5b5c45	38	medicine_bottle_3_3	medicine_bottle_3_3_10	a small white plastic bottle with a white cap the material inside the body is not visible
3TX9T2ZCB9Z7CS2UU8VSJ4MARFEWZP	91ac90371c8f4e8fa1986be95508d121	49	apple_3_1	apple_3_1_6	Apple is very good for health we should eat it everyday
3CZH926SICCXSVSEOFBW3221JG7E4G	dd948e1de9fa4327a603edd7c120e09c	39	food_can_5_2	food_can_5_2_11	this is a short can with a brown and white label
3P458N04Q1FWVH48F6I0YCQAF8LX2B	9ef264f36e2b4711bfe4c8102957e400	77	medicine_bottle_3_4	medicine_bottle_3_4_11	a small white plastic bottle
341YLJU21IXZ5MFDGKIZV23VRVI2IH	0477057b436143b38fec19e2cbe0c8d5	30	apple_3_2	apple_3_2_17	this is a fruit that is round in shape and it has yellow and red in color is a very sweet fruit
3QD8LUVX4XWOUENVXPKYWJTMZICX5C	539cfe0c2dd44a5ca4697feda306a945	23	food_can_5_3	food_can_5_3_9	this is a 10 can of corn it has a purplish label with a picture of colon on it and a metal 10 recap
367O8HRHKG6Y2EXWPAV1SJ6GK7G4S7	91ac90371c8f4e8fa1986be95508d121	71	shampoo_3_1	shampoo_3_1_15	your skin is dry you can use body lotion it's on the table
3SBX2M1TKDLMPYIJX66WXJRF2JV4QI	91ac90371c8f4e8fa1986be95508d121	52	medicine_bottle_4_1	medicine_bottle_4_1_16	you are looking sick get your medicine from the table
3S8APUMBJXH9J8DJY55PTYT7593BF1	fb611fb606e540a0848063fe9e3972c7	19	food_can_5_4	food_can_5_4_9	words with the back towards you
34F34TZU7WXV0XZJY23Z73IV4A72JT	55056f184dcf45fcabe107a4fb88ce02	66	apple_3_4	apple_3_4_20	Jason Alfred it is red in color
322ZSN9Z5GIZHEABEA0R2O22MQU4TW	fb611fb606e540a0848063fe9e3972c7	34	shampoo_3_2	shampoo_3_2_7	a blue plastic bottle for men's hygiene practices
3FI30CQHVKHD0FK8XC2LZSGUCA06BT	b9bdc8b283d14737975f7f7bfa5b5c45	112	medicine_bottle_4_2	medicine_bottle_4_2_14	small yellow body with a yellow cab is present here the material inside body is not visible
3TKSOBLOHLEJ6R13T3JTA82MQBBBBJ	79487170e95647eda16d6565a73996e0	14	apple_4_1	apple_4_1_9	Dale is a dr. Seuss
3FCO4VKOZ4BUBIAXQD936EMBAIXE70	6ceb8d591d89477f9fec1dbe02b74f6f	137	shampoo_3_3	shampoo_3_3_19	shampoo is a hair care product in the form of liquid
3IWA71V4TIEKDIN928U3OP7MVDNX6S	539cfe0c2dd44a5ca4697feda306a945	27	food_jar_1_1	food_jar_1_1_7	this is a glass jar filled with brown faced as a screw cap and the red label on it
31JUPBOORN2CH2P8H4ODX98QUZ48L4	dd948e1de9fa4327a603edd7c120e09c	39	medicine_bottle_4_3	medicine_bottle_4_3_7	this is a small plastic bottle a brown bottle with a yellow label similar to a vitamin bottle
